0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1085,重庆,2019-11-14,2019年11月14日,2,44,108,23,45,7,43,0.7,21,多云/多云,西南风1-2级/西南风1-2级,11℃/20℃,11,20
1084,重庆,2019-11-13,2019年11月13日,2,45,106,28,45,6,36,0.78,13,小雨/多云,东风1-2级/东风1-2级,13℃/16℃,13,16
1083,重庆,2019-11-12,2019年11月12日,3,63,161,45,64,5,45,0.99,10,小雨/小雨,西北风1-2级/西北风1-2级,13℃/16℃,13,16
1082,重庆,2019-11-11,2019年11月11日,3,76,224,56,89,7,55,1.1,12,阴/小雨,南风1-2级/南风1-2级,16℃/19℃,16,19
1081,重庆,2019-11-10,2019年11月10日,3,75,199,54,86,7,49,1.08,20,阴/阴,西北风1-2级/西北风1-2级,15℃/18℃,15,18
1080,重庆,2019-11-09,2019年11月09日,3,63,149,43,76,8,52,1.1,8,阴/小雨,西南风1-2级/西南风1-2级,16℃/18℃,16,18
1079,重庆,2019-11-08,2019年11月08日,3,60,173,41,67,8,56,1.06,13,阴/阴,西南风1-2级/西南风1-2级,14℃/19℃,14,19
1078,重庆,2019-11-07,2019年11月07日,3,64,203,46,69,5,51,0.99,31,多云/多云,西南风1-2级/西南风1-2级,12℃/19℃,12,19
1077,重庆,2019-11-06,2019年11月06日,3,57,137,40,56,5,51,0.98,32,小雨/多云,东南风1-2级/东南风1-2级,14℃/17℃,14,17
1076,重庆,2019-11-05,2019年11月05日,2,50,97,34,51,6,49,0.88,15,小雨/小雨,南风1-2级/南风1-2级,14℃/18℃,14,18
1075,重庆,2019-11-04,2019年11月04日,3,61,167,42,70,7,48,1.03,20,阴/阴,西南风1-2级/西南风1-2级,15℃/21℃,15,21
1074,重庆,2019-11-03,2019年11月03日,3,52,144,35,55,6,43,0.94,21,多云/多云,东南风1-2级/东南风1-2级,15℃/22℃,15,22
1073,重庆,2019-11-02,2019年11月02日,2,47,100,31,47,5,41,0.86,13,小雨/多云,北风1-2级/北风1-2级,13℃/19℃,13,19
1072,重庆,2019-11-01,2019年11月01日,3,71,188,51,83,9,52,1.09,11,阴/小雨,南风1-2级/南风1-2级,15℃/20℃,15,20
1133,重庆,2019-10-31,2019年10月31日,3,71,161,51,86,9,66,1.23,19,阴/小雨,南风1-2级/南风1-2级,16℃/23℃,16,23
1132,重庆,2019-10-30,2019年10月30日,3,66,150,45,77,8,63,1.16,37,多云/多云,西风1-2级/西风1-2级,16℃/22℃,16,22
1131,重庆,2019-10-29,2019年10月29日,2,47,145,29,48,7,46,1.0,30,多云/多云,南风1-2级/南风1-2级,13℃/23℃,13,23
1130,重庆,2019-10-28,2019年10月28日,2,40,104,24,41,6,40,0.88,18,多云/晴,西北风1-2级/西北风1-2级,12℃/22℃,12,22
1129,重庆,2019-10-27,2019年10月27日,2,24,39,15,24,5,32,0.67,14,小雨/小雨,北风1-2级/北风1-2级,13℃/16℃,13,16
1128,重庆,2019-10-26,2019年10月26日,2,19,34,12,19,5,30,0.65,13,小雨/小雨,西北风1-2级/西北风1-2级,13℃/14℃,13,14
1127,重庆,2019-10-25,2019年10月25日,2,19,32,12,19,5,30,0.6,18,小雨/小雨,东北风1-2级/东北风1-2级,13℃/15℃,13,15
1126,重庆,2019-10-24,2019年10月24日,2,37,95,21,37,7,45,0.85,19,小雨/中雨,南风1-2级/南风1-2级,15℃/19℃,15,19
1125,重庆,2019-10-23,2019年10月23日,2,27,33,16,27,5,34,0.78,34,小雨/小雨,东风1-2级/东风1-2级,16℃/22℃,16,22
1124,重庆,2019-10-22,2019年10月22日,2,18,10,12,17,5,31,0.8,8,小雨/小雨,无持续风向1-2级/无持续风向1-2级,16℃/18℃,16,18
1123,重庆,2019-10-21,2019年10月21日,2,31,40,19,31,4,33,0.78,13,中雨/中雨,无持续风向1-2级/无持续风向1-2级,17℃/19℃,17,19
1122,重庆,2019-10-20,2019年10月20日,2,42,57,26,42,6,49,0.83,15,小雨/小雨,无持续风向1-2级/无持续风向1-2级,18℃/21℃,18,21
1121,重庆,2019-10-19,2019年10月19日,2,42,65,21,42,8,46,0.75,43,多云/阴,无持续风向1-2级/无持续风向1-2级,15℃/25℃,15,25
1120,重庆,2019-10-18,2019年10月18日,2,46,130,25,46,6,43,0.94,34,晴/晴,无持续风向1-2级/无持续风向1-2级,14℃/24℃,14,24
1119,重庆,2019-10-17,2019年10月17日,2,31,64,18,31,5,41,0.9,24,小雨/多云,无持续风向1-2级/无持续风向1-2级,14℃/22℃,14,22
1118,重庆,2019-10-16,2019年10月16日,2,19,11,10,17,4,32,0.74,27,小雨/小雨,无持续风向1-2级/无持续风向1-2级,16℃/20℃,16,20
1117,重庆,2019-10-15,2019年10月15日,2,26,53,16,26,5,28,0.76,25,小雨/中雨,无持续风向1-2级/无持续风向1-2级,17℃/21℃,17,21
1116,重庆,2019-10-14,2019年10月14日,2,27,60,16,27,5,36,0.86,12,小雨/小雨,无持续风向1-2级/无持续风向1-2级,17℃/21℃,17,21
1115,重庆,2019-10-13,2019年10月13日,2,47,175,27,48,6,37,0.82,15,阴/小雨,无持续风向1-2级/无持续风向1-2级,18℃/24℃,18,24
1114,重庆,2019-10-12,2019年10月12日,2,45,143,24,46,5,40,0.75,15,阴/阴,无持续风向1-2级/无持续风向1-2级,18℃/23℃,18,23
1113,重庆,2019-10-11,2019年10月11日,2,40,125,22,41,6,36,0.72,26,阴/阴,无持续风向1-2级/无持续风向1-2级,18℃/21℃,18,21
1112,重庆,2019-10-10,2019年10月10日,2,31,59,18,31,5,30,0.74,15,阴/小雨,无持续风向1-2级/无持续风向1-2级,18℃/23℃,18,23
1111,重庆,2019-10-09,2019年10月09日,2,35,103,18,35,5,31,0.82,7,阴/小雨,无持续风向1-2级/无持续风向1-2级,19℃/25℃,19,25
1110,重庆,2019-10-08,2019年10月08日,2,26,55,13,26,5,29,0.73,18,阴/阴,无持续风向1-2级/无持续风向1-2级,18℃/23℃,18,23
1109,重庆,2019-10-07,2019年10月07日,2,17,16,11,17,4,21,0.72,15,小雨/小雨,无持续风向1-2级/无持续风向1-2级,20℃/23℃,20,23
1108,重庆,2019-10-06,2019年10月06日,2,35,172,21,35,5,28,0.77,31,多云/阴,无持续风向1-2级/无持续风向1-2级,20℃/29℃,20,29
1107,重庆,2019-10-05,2019年10月05日,2,24,74,15,24,5,25,0.67,20,小雨/小雨,无持续风向1-2级/无持续风向1-2级,20℃/24℃,20,24
1106,重庆,2019-10-04,2019年10月04日,2,44,180,31,42,5,27,0.88,28,小雨/中雨,无持续风向1-2级/无持续风向1-2级,21℃/25℃,21,25
1105,重庆,2019-10-03,2019年10月03日,3,81,314,60,86,9,32,0.88,71,阴/小雨,无持续风向1-2级/无持续风向1-2级,23℃/29℃,23,29
1104,重庆,2019-10-02,2019年10月02日,3,66,251,45,65,9,30,0.81,97,阴/小雨,无持续风向1-2级/无持续风向1-2级,22℃/28℃,22,28
1103,重庆,2019-10-01,2019年10月01日,3,76,298,56,82,9,46,0.96,74,阴/小雨,无持续风向1-2级/无持续风向1-2级,23℃/29℃,23,29
1164,重庆,2019-09-30,2019年09月30日,3,84,308,62,102,12,79,1.15,63,多云/阴,无持续风向1-2级/无持续风向1-2级,22℃/31℃,22,31
1163,重庆,2019-09-29,2019年09月29日,3,86,304,55,87,9,58,0.98,93,晴/多云,无持续风向1-2级/无持续风向1-2级,21℃/32℃,21,32
1162,重庆,2019-09-28,2019年09月28日,3,77,261,50,84,9,61,1.0,83,晴/晴,无持续风向1-2级/无持续风向1-2级,20℃/30℃,20,30
1161,重庆,2019-09-27,2019年09月27日,3,70,262,47,80,8,60,0.97,74,晴/晴,无持续风向1-2级/无持续风向1-2级,19℃/29℃,19,29
1160,重庆,2019-09-26,2019年09月26日,3,60,194,40,69,7,52,0.91,59,多云/多云,无持续风向1-2级/无持续风向1-2级,19℃/27℃,19,27
1159,重庆,2019-09-25,2019年09月25日,2,49,108,32,50,5,40,0.73,40,阴/多云,无持续风向1-2级/无持续风向1-2级,17℃/23℃,17,23
1158,重庆,2019-09-24,2019年09月24日,3,63,234,44,70,8,48,0.87,36,阴/小雨,无持续风向1-2级/无持续风向1-2级,20℃/27℃,20,27
1157,重庆,2019-09-23,2019年09月23日,3,59,257,38,68,9,57,0.93,58,多云/多云,无持续风向1-2级/无持续风向1-2级,19℃/30℃,19,30
1156,重庆,2019-09-22,2019年09月22日,3,62,299,39,70,7,57,0.96,67,多云/多云,无持续风向1-2级/无持续风向1-2级,19℃/28℃,19,28
1155,重庆,2019-09-21,2019年09月21日,3,52,247,31,54,6,44,0.87,48,多云/多云,无持续风向1-2级/无持续风向1-2级,17℃/27℃,17,27
1154,重庆,2019-09-20,2019年09月20日,2,24,16,14,24,4,33,0.79,29,小雨/多云,无持续风向1-2级/无持续风向1-2级,18℃/22℃,18,22
1153,重庆,2019-09-19,2019年09月19日,2,22,24,13,22,4,30,0.8,18,阴/中雨,无持续风向1-2级/无持续风向1-2级,18℃/26℃,18,26
1152,重庆,2019-09-18,2019年09月18日,2,25,52,14,25,4,32,0.7,16,小雨/阴,无持续风向1-2级/无持续风向1-2级,21℃/25℃,21,25
1151,重庆,2019-09-17,2019年09月17日,2,34,101,20,34,5,37,0.77,13,小雨/小雨,无持续风向1-2级/无持续风向1-2级,20℃/24℃,20,24
1150,重庆,2019-09-16,2019年09月16日,2,29,74,16,29,5,28,0.65,34,阴/阴,无持续风向1-2级/无持续风向1-2级,20℃/24℃,20,24
1149,重庆,2019-09-15,2019年09月15日,2,38,178,23,38,5,26,0.58,25,阴/阴,无持续风向1-2级/无持续风向1-2级,20℃/24℃,20,24
1148,重庆,2019-09-14,2019年09月14日,2,33,158,19,33,5,19,0.52,49,小雨/小雨,无持续风向1-2级/无持续风向1-2级,22℃/31℃,22,31
1147,重庆,2019-09-13,2019年09月13日,2,36,169,14,30,6,24,0.57,79,多云/小雨,无持续风向1-2级/无持续风向1-2级,24℃/35℃,24,35
1146,重庆,2019-09-12,2019年09月12日,2,25,65,10,21,5,25,0.56,51,晴/多云,无持续风向1-2级/无持续风向1-2级,27℃/36℃,27,36
1145,重庆,2019-09-11,2019年09月11日,2,30,130,13,27,7,29,0.69,40,多云/多云,无持续风向1-2级/无持续风向1-2级,26℃/35℃,26,35
1144,重庆,2019-09-10,2019年09月10日,2,35,149,17,33,6,41,0.94,32,阴/阴,无持续风向1-2级/无持续风向1-2级,26℃/32℃,26,32
1143,重庆,2019-09-09,2019年09月09日,2,28,76,19,27,5,30,0.78,39,小雨/小雨,无持续风向1-2级/无持续风向1-2级,24℃/28℃,24,28
1142,重庆,2019-09-08,2019年09月08日,2,44,119,31,41,5,28,0.76,37,小雨/中雨,无持续风向1-2级/无持续风向1-2级,25℃/28℃,25,28
1141,重庆,2019-09-07,2019年09月07日,3,72,296,49,75,8,42,0.86,80,小雨/小雨,无持续风向1-2级/无持续风向1-2级,25℃/32℃,25,32
1140,重庆,2019-09-06,2019年09月06日,3,62,281,43,66,7,41,0.87,65,多云/多云,无持续风向1-2级/无持续风向1-2级,24℃/33℃,24,33
1139,重庆,2019-09-05,2019年09月05日,2,40,173,26,39,5,35,0.7,51,小雨/多云,无持续风向1-2级/无持续风向1-2级,23℃/30℃,23,30
1138,重庆,2019-09-04,2019年09月04日,3,53,268,32,54,8,32,0.74,82,晴/多云,无持续风向1-2级/无持续风向1-2级,25℃/34℃,25,34
1137,重庆,2019-09-03,2019年09月03日,3,58,309,35,55,8,34,0.78,90,多云/多云,无持续风向1-2级/无持续风向1-2级,24℃/33℃,24,33
1136,重庆,2019-09-02,2019年09月02日,3,52,288,28,47,9,39,0.82,77,阴/阴,无持续风向1-2级/无持续风向1-2级,22℃/29℃,22,29
1135,重庆,2019-09-01,2019年09月01日,2,38,172,25,37,6,30,0.69,50,阴/多云,无持续风向1-2级/无持续风向1-2级,22℃/27℃,22,27
1179,重庆,2019-08-28,2019年08月14日,3,65,332,46,68,8,27,0.84,85,多云/多云,无持续风向1-2级/无持续风向1-2级,26℃/37℃,26,37
1178,重庆,2019-08-27,2019年08月13日,3,62,330,30,59,9,32,0.8,101,晴/多云,无持续风向1-2级/无持续风向1-2级,27℃/38℃,27,38
1177,重庆,2019-08-26,2019年08月12日,3,65,318,27,51,7,35,0.82,108,晴/晴,无持续风向1-2级/无持续风向1-2级,27℃/38℃,27,38
1176,重庆,2019-08-25,2019年08月11日,3,73,338,31,59,8,36,0.8,119,晴/晴,无持续风向1-2级/无持续风向1-2级,27℃/38℃,27,38
1175,重庆,2019-08-24,2019年08月10日,3,74,331,32,60,9,38,0.74,127,多云/晴,无持续风向1-2级/无持续风向1-2级,26℃/35℃,26,35
1174,重庆,2019-08-23,2019年08月09日,3,64,285,26,50,7,31,0.66,123,小雨/多云,无持续风向1-2级/无持续风向1-2级,26℃/32℃,26,32
1173,重庆,2019-08-22,2019年08月08日,3,63,282,37,64,8,34,0.78,97,多云/小雨,无持续风向1-2级/无持续风向1-2级,25℃/32℃,25,32
1172,重庆,2019-08-21,2019年08月07日,3,70,350,37,66,8,36,0.82,107,小雨/小雨,无持续风向1-2级/无持续风向1-2级,24℃/31℃,24,31
1171,重庆,2019-08-11,2019年08月06日,3,59,322,20,38,6,34,0.8,88,小雨/大雨,无持续风向1-2级/无持续风向1-2级,25℃/31℃,25,31
1170,重庆,2019-08-10,2019年08月05日,2,40,185,18,31,5,27,0.73,59,多云/多云,无持续风向1-2级/无持续风向1-2级,26℃/35℃,26,35
1169,重庆,2019-08-09,2019年08月04日,2,33,105,18,32,5,31,0.77,41,小雨/多云,无持续风向1-2级/无持续风向1-2级,24℃/34℃,24,34
1168,重庆,2019-08-08,2019年08月03日,2,42,146,21,37,6,34,0.84,57,多云/小雨,无持续风向1-2级/无持续风向1-2级,27℃/35℃,27,35
1167,重庆,2019-08-07,2019年08月02日,2,29,45,16,27,5,25,0.69,46,多云/多云,无持续风向1-2级/无持续风向1-2级,27℃/37℃,27,37
1166,重庆,2019-08-06,2019年08月01日,2,35,118,19,34,7,32,0.76,26,多云/多云,无持续风向1-2级/无持续风向1-2级,25℃/32℃,25,32
1202,重庆,2019-07-26,2019年07月22日,2,38,174,15,29,6,25,0.66,81,中雨/中雨,无持续风向1-2级/无持续风向1-2级,26℃/33℃,26,33
1201,重庆,2019-07-25,2019年07月21日,2,39,185,22,38,5,35,0.88,46,多云/多云,无持续风向1-2级/无持续风向1-2级,27℃/34℃,27,34
1200,重庆,2019-07-24,2019年07月20日,2,44,240,23,41,5,38,0.93,58,多云/雷阵雨,无持续风向1-2级/无持续风向1-2级,26℃/32℃,26,32
1199,重庆,2019-07-23,2019年07月19日,2,33,152,16,33,4,24,0.67,57,小雨/中雨,无持续风向1-2级/无持续风向1-2级,25℃/30℃,25,30
1198,重庆,2019-07-22,2019年07月18日,2,32,119,15,29,5,25,0.66,59,小雨/中雨,无持续风向1-2级/无持续风向1-2级,25℃/30℃,25,30
1197,重庆,2019-07-21,2019年07月17日,2,39,156,18,33,4,26,0.71,58,小雨/中雨,无持续风向1-2级/无持续风向1-2级,25℃/30℃,25,30
1196,重庆,2019-07-20,2019年07月16日,2,33,127,18,32,6,32,0.78,39,小雨/大雨,无持续风向1-2级/无持续风向1-2级,24℃/31℃,24,31
1195,重庆,2019-07-19,2019年07月15日,2,34,149,20,34,4,36,0.99,39,多云/小雨,无持续风向1-2级/无持续风向1-2级,24℃/30℃,24,30
1194,重庆,2019-07-18,2019年07月14日,2,32,133,18,31,5,37,0.97,28,多云/阴,无持续风向1-2级/无持续风向1-2级,24℃/32℃,24,32
1193,重庆,2019-07-17,2019年07月13日,2,43,201,26,43,5,30,0.89,56,阴/多云,无持续风向1-2级/无持续风向1-2级,23℃/31℃,23,31
1192,重庆,2019-07-16,2019年07月12日,2,35,128,21,35,5,31,0.85,34,小雨/阴,无持续风向1-2级/无持续风向1-2级,22℃/27℃,22,27
1191,重庆,2019-07-15,2019年07月11日,2,30,84,16,26,6,27,0.77,71,小雨/大雨,无持续风向1-2级/无持续风向1-2级,22℃/30℃,22,30
1190,重庆,2019-07-14,2019年07月10日,3,56,277,22,41,5,36,0.78,91,多云/阴,无持续风向1-2级/无持续风向1-2级,22℃/33℃,22,33
1189,重庆,2019-07-13,2019年07月09日,2,46,252,22,35,4,29,0.72,90,阴/多云,无持续风向1-2级/无持续风向1-2级,22℃/29℃,22,29
1188,重庆,2019-07-12,2019年07月08日,2,23,46,15,22,4,30,0.67,44,中雨/阴,无持续风向1-2级/无持续风向1-2级,22℃/25℃,22,25
1187,重庆,2019-07-07,2019年07月07日,3,51,190,30,51,6,40,0.84,34,小雨/小雨,无持续风向1-2级/无持续风向1-2级,24℃/28℃,24,28
1186,重庆,2019-07-06,2019年07月06日,3,52,197,29,52,6,45,0.88,50,多云/多云,无持续风向1-2级/无持续风向1-2级,23℃/32℃,23,32
1185,重庆,2019-07-05,2019年07月05日,2,46,153,21,35,4,33,0.75,70,多云/多云,无持续风向1-2级/无持续风向1-2级,23℃/30℃,23,30
1184,重庆,2019-07-04,2019年07月04日,2,33,82,21,32,4,27,0.7,40,小雨/小雨,无持续风向1-2级/无持续风向1-2级,22℃/26℃,22,26
1183,重庆,2019-07-03,2019年07月03日,3,54,184,32,57,6,37,0.87,60,多云/小雨,无持续风向1-2级/无持续风向1-2级,25℃/33℃,25,33
1182,重庆,2019-07-02,2019年07月02日,3,63,232,30,56,7,41,0.89,80,多云/多云,无持续风向1-2级/无持续风向1-2级,25℃/35℃,25,35
1181,重庆,2019-07-01,2019年07月01日,3,72,305,37,63,6,42,0.98,92,多云/多云,无持续风向1-2级/无持续风向1-2级,23℃/32℃,23,32
1226,重庆,2019-06-30,2019年06月23日,2,50,217,26,47,5,40,0.86,62,阴/阴,无持续风向1-2级/无持续风向1-2级,22℃/28℃,22,28
1225,重庆,2019-06-29,2019年06月22日,2,33,61,18,32,5,32,0.73,43,大雨/中雨,无持续风向1-2级/无持续风向1-2级,24℃/27℃,24,27
1224,重庆,2019-06-28,2019年06月21日,2,25,17,15,24,4,25,0.7,34,小雨/中雨,无持续风向1-2级/无持续风向1-2级,24℃/29℃,24,29
1223,重庆,2019-06-27,2019年06月20日,3,52,196,33,54,5,34,0.91,21,阴/中雨,无持续风向1-2级/无持续风向1-2级,25℃/30℃,25,30
1222,重庆,2019-06-26,2019年06月19日,2,50,198,31,50,9,39,0.89,39,阴/小雨,无持续风向1-2级/无持续风向1-2级,25℃/30℃,25,30
1221,重庆,2019-06-25,2019年06月18日,2,44,146,27,43,5,39,0.83,34,小雨/小雨,无持续风向1-2级/无持续风向1-2级,22℃/26℃,22,26
1220,重庆,2019-06-20,2019年06月17日,2,41,254,24,42,5,33,0.89,38,小雨/小雨,无持续风向1-2级/无持续风向1-2级,21℃/25℃,21,25
1219,重庆,2019-06-19,2019年06月16日,2,45,254,28,47,6,38,1.0,42,小雨/小雨,无持续风向1-2级/无持续风向1-2级,19℃/23℃,19,23
1218,重庆,2019-06-18,2019年06月15日,2,42,223,28,43,6,40,1.0,40,中雨/中雨,无持续风向1-2级/无持续风向1-2级,22℃/27℃,22,27
1217,重庆,2019-06-17,2019年06月14日,2,35,126,24,34,4,38,0.87,27,多云/小雨,无持续风向1-2级/无持续风向1-2级,23℃/33℃,23,33
1216,重庆,2019-06-15,2019年06月13日,2,25,63,16,23,4,26,0.69,58,多云/多云,无持续风向1-2级/无持续风向1-2级,23℃/31℃,23,31
1215,重庆,2019-06-14,2019年06月12日,2,37,155,20,37,7,28,0.79,76,小雨/多云,无持续风向1-2级/无持续风向1-2级,21℃/28℃,21,28
1214,重庆,2019-06-11,2019年06月11日,2,36,82,23,35,7,35,0.84,25,小雨/中雨,无持续风向1-2级/无持续风向1-2级,22℃/27℃,22,27
1213,重庆,2019-06-10,2019年06月10日,2,39,113,23,38,5,28,0.83,42,阴/小雨,无持续风向1-2级/无持续风向1-2级,23℃/28℃,23,28
1212,重庆,2019-06-09,2019年06月09日,2,38,113,24,37,4,27,0.84,41,小雨/小雨,无持续风向1-2级/无持续风向1-2级,23℃/29℃,23,29
1211,重庆,2019-06-08,2019年06月08日,2,42,119,26,41,5,28,0.85,58,小雨/多云,无持续风向1-2级/无持续风向1-2级,22℃/28℃,22,28
1210,重庆,2019-06-07,2019年06月07日,2,45,131,22,38,7,32,0.8,70,多云/中雨,无持续风向1-2级/无持续风向1-2级,23℃/32℃,23,32
1209,重庆,2019-06-06,2019年06月06日,2,44,157,24,42,6,42,0.91,57,多云/晴,无持续风向1-2级/无持续风向1-2级,23℃/33℃,23,33
1208,重庆,2019-06-05,2019年06月05日,2,38,63,20,33,4,25,0.75,67,阴/多云,无持续风向1-2级/无持续风向1-2级,22℃/27℃,22,27
1207,重庆,2019-06-04,2019年06月04日,3,70,231,30,62,8,42,0.88,99,晴/中雨,无持续风向1-2级/无持续风向1-2级,23℃/37℃,23,37
1206,重庆,2019-06-03,2019年06月03日,3,78,271,35,81,8,51,0.9,91,晴/晴,无持续风向1-2级/无持续风向1-2级,22℃/35℃,22,35
1205,重庆,2019-06-02,2019年06月02日,3,66,197,34,73,6,45,0.85,89,晴/多云,无持续风向1-2级/无持续风向1-2级,19℃/32℃,19,32
1204,重庆,2019-06-01,2019年06月01日,3,56,159,33,54,6,39,0.85,71,阴/多云,无持续风向1-2级/无持续风向1-2级,21℃/30℃,21,30
1258,重庆,2019-05-31,2019年05月31日,2,48,142,28,47,5,38,0.85,49,多云/多云,无持续风向1-2级/无持续风向1-2级,18℃/30℃,18,30
1257,重庆,2019-05-30,2019年05月30日,2,45,104,28,44,4,31,0.74,37,小雨/多云,无持续风向1-2级/无持续风向1-2级,18℃/23℃,18,23
1256,重庆,2019-05-29,2019年05月29日,2,42,106,27,41,4,31,0.71,37,小雨/小雨,无持续风向1-2级/无持续风向1-2级,16℃/22℃,16,22
1255,重庆,2019-05-28,2019年05月28日,2,40,104,24,39,4,31,0.65,32,阴/阴,无持续风向1-2级/无持续风向1-2级,17℃/22℃,17,22
1254,重庆,2019-05-27,2019年05月27日,3,68,320,46,76,5,38,0.94,43,中雨/阴,无持续风向1-2级/无持续风向1-2级,18℃/26℃,18,26
1253,重庆,2019-05-26,2019年05月26日,3,59,228,41,62,6,34,0.9,63,多云/多云,无持续风向1-2级/无持续风向1-2级,22℃/30℃,22,30
1252,重庆,2019-05-25,2019年05月25日,3,53,136,36,54,6,38,0.93,56,小雨/阴,无持续风向1-2级/无持续风向1-2级,21℃/27℃,21,27
1251,重庆,2019-05-24,2019年05月24日,2,49,57,29,50,7,42,0.85,53,小雨/中雨,无持续风向1-2级/无持续风向1-2级,20℃/26℃,20,26
1250,重庆,2019-05-23,2019年05月23日,3,60,106,36,62,8,45,0.9,65,多云/多云,无持续风向1-2级/无持续风向1-2级,20℃/30℃,20,30
1249,重庆,2019-05-22,2019年05月22日,3,55,93,33,58,5,39,0.85,53,多云/多云,无持续风向1-2级/无持续风向1-2级,16℃/27℃,16,27
1248,重庆,2019-05-21,2019年05月21日,3,52,98,30,54,5,38,0.73,29,阴/多云,无持续风向1-2级/无持续风向1-2级,18℃/23℃,18,23
1247,重庆,2019-05-20,2019年05月20日,2,30,7,17,28,4,29,0.6,48,小雨/小雨,无持续风向1-2级/无持续风向1-2级,16℃/20℃,16,20
1246,重庆,2019-05-19,2019年05月19日,2,41,64,26,40,4,28,0.71,31,小雨/中雨,无持续风向1-2级/无持续风向1-2级,17℃/25℃,17,25
1245,重庆,2019-05-18,2019年05月18日,2,44,85,27,44,6,36,0.83,36,中雨/中雨,无持续风向1-2级/无持续风向1-2级,21℃/27℃,21,27
1244,重庆,2019-05-17,2019年05月17日,3,62,235,41,67,7,37,0.91,61,多云/小雨,无持续风向1-2级/无持续风向1-2级,21℃/31℃,21,31
1243,重庆,2019-05-16,2019年05月16日,3,56,173,34,59,6,42,1.0,45,多云/多云,无持续风向1-2级/无持续风向1-2级,20℃/27℃,20,27
1242,重庆,2019-05-15,2019年05月15日,3,52,143,31,53,5,46,1.0,18,阵雨/阴,无持续风向1-2级/无持续风向1-2级,19℃/26℃,19,26
1241,重庆,2019-05-14,2019年05月14日,2,46,56,26,46,5,35,0.77,24,阴/小雨,无持续风向1-2级/无持续风向1-2级,18℃/24℃,18,24
